user_pseudo_id,session_id,session_start,session_end,session_duration_sec,event_count,event_types,platform,traffic_source,traffic_medium,device_category,operating_system,country,region
76319662.1821001985,1,2021-01-16T04:49:49.270322+00:00,2021-01-16T04:49:55.391653+00:00,6,5,"[""page_view"", ""session_start"", ""first_visit"", ""user_engagement""]",WEB,google,organic,desktop,Web,United States,Florida
4533583.0168685189,1,2021-01-29T10:52:59.669881+00:00,2021-01-29T10:53:14.879546+00:00,15,6,"[""session_start"", ""page_view"", ""first_visit"", ""scroll"", ""user_engagement""]",WEB,<Other>,<Other>,mobile,Web,United States,Michigan
9018726.5294863450,1,2021-01-06T18:36:21.339077+00:00,2021-01-06T18:36:26.405484+00:00,5,5,"[""first_visit"", ""view_promotion"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Web,United States,Kansas
74007065.7603076095,4,2020-12-22T23:53:01.836753+00:00,2020-12-22T23:56:56.015134+00:00,234,12,"[""session_start"", ""page_view"", ""view_item""]",WEB,shop.googlemerchandisestore.com,referral,mobile,Web,United States,New York
5849319.7551548547,1,2020-11-03T23:14:57.929949+00:00,2020-11-03T23:15:47.778679+00:00,49,10,"[""session_start"", ""view_promotion"", ""page_view"", ""user_engagement"", ""select_promotion"", ""view_search_results"", ""first_visit""]",WEB,<Other>,referral,mobile,Web,United States,New Jersey
20015226.5861808445,1,2020-12-19T21:15:25.219973+00:00,2020-12-19T21:15:27.661817+00:00,2,4,"[""page_view"", ""user_engagement"", ""session_start"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Windows,Canada,British Columbia
8162894.2916605158,4,2021-01-27T02:20:01.010326+00:00,2021-01-27T02:20:45.515954+00:00,44,8,"[""session_start"", ""view_promotion"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,mobile,iOS,Netherlands,South Holland
6711388.3212628466,1,2020-11-09T18:35:22.093630+00:00,2020-11-09T18:38:28.798091+00:00,186,14,"[""session_start"", ""first_visit"", ""view_promotion"", ""view_item"", ""user_engagement"", ""scroll"", ""page_view""]",WEB,google,organic,desktop,<Other>,Turkey,Istanbul
65973096.3080863470,1,2021-01-20T23:30:58.344639+00:00,2021-01-20T23:31:52.355471+00:00,54,11,"[""page_view"", ""session_start"", ""scroll"", ""user_engagement"", ""first_visit""]",WEB,(direct),(none),desktop,Macintosh,United States,Arizona
83265658.3598708106,1,2020-12-08T11:36:35.374127+00:00,2020-12-08T11:38:26.439248+00:00,111,17,"[""scroll"", ""view_item"", ""session_start"", ""first_visit"", ""view_promotion"", ""page_view"", ""user_engagement""]",WEB,<Other>,referral,mobile,Web,France,Ile-de-France
2502927.1371588989,1,2021-01-14T16:15:10.352190+00:00,2021-01-14T16:38:07.851779+00:00,1377,13,"[""user_engagement"", ""session_start"", ""page_view"", ""view_promotion"", ""view_item"", ""first_visit"", ""scroll""]",WEB,google,organic,mobile,Web,Canada,British Columbia
8653648.5670315231,1,2020-12-09T10:56:49.393737+00:00,2020-12-09T10:57:35.254059+00:00,45,5,"[""first_visit"", ""page_view"", ""session_start"", ""user_engagement"", ""scroll""]",WEB,google,organic,desktop,Web,United States,California
27401240.7254894354,1,2020-11-06T16:13:39.010477+00:00,2020-11-06T16:14:07.274701+00:00,28,5,"[""session_start"", ""user_engagement"", ""page_view"", ""scroll"", ""first_visit""]",WEB,google,organic,desktop,Macintosh,India,Maharashtra
49204088.5414438728,3,2020-12-09T10:43:47.155330+00:00,2020-12-09T10:44:24.409683+00:00,37,10,"[""page_view"", ""session_start"", ""view_item"", ""view_promotion"", ""user_engagement"", ""scroll""]",WEB,google,organic,mobile,Android,India,Maharashtra
4827261.4806346435,1,2020-12-31T07:19:59.755220+00:00,2020-12-31T07:20:05.423686+00:00,5,5,"[""session_start"", ""first_visit"", ""view_promotion"", ""page_view""]",WEB,<Other>,referral,mobile,iOS,Taiwan,Taiwan Province
41590177.4228524607,2,2020-11-18T08:13:28.886677+00:00,2020-11-18T08:13:33.937488+00:00,5,3,"[""view_promotion"", ""page_view"", ""session_start""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,United States,Utah
46799560.4452791956,5,2021-01-24T03:03:50.439740+00:00,2021-01-24T03:04:05.726917+00:00,15,7,"[""session_start"", ""scroll"", ""user_engagement"", ""page_view""]",WEB,(data deleted),(data deleted),desktop,Macintosh,United States,Massachusetts
59074930.3747287932,6,2020-11-16T07:09:09.464105+00:00,2020-11-16T07:32:48.237074+00:00,1418,7,"[""page_view"", ""user_engagement"", ""scroll"", ""view_promotion"", ""session_start""]",WEB,google,organic,mobile,Web,Taiwan,Taipei City
34415656.0053317100,1,2021-01-11T12:19:44.953562+00:00,2021-01-11T12:19:51.486107+00:00,6,5,"[""user_engagement"", ""first_visit"", ""page_view"", ""session_start""]",WEB,(direct),(none),mobile,Web,United States,Nebraska
7878884.1417840304,1,2020-11-28T12:19:14.150511+00:00,2020-11-28T12:37:35.416278+00:00,1101,8,"[""view_promotion"", ""scroll"", ""session_start"", ""user_engagement"", ""page_view"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Macintosh,United States,Oregon
7990665.4091043591,3,2020-12-07T09:34:42.028873+00:00,2020-12-07T09:39:30.637653+00:00,288,21,"[""view_item"", ""view_promotion"", ""scroll"", ""user_engagement"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Web,United States,Oregon
79640321.6028346204,1,2021-01-21T17:01:47.560753+00:00,2021-01-21T17:01:58.126317+00:00,10,6,"[""user_engagement"", ""first_visit"", ""scroll"", ""session_start"", ""page_view""]",WEB,(direct),(none),desktop,Web,Taiwan,Taipei City
3409381965.8563192084,2,2020-11-29T10:27:10.329146+00:00,2020-11-29T10:45:13.512188+00:00,1083,9,"[""page_view"", ""view_promotion"", ""scroll"", ""view_item"", ""session_start"", ""user_engagement""]",WEB,(data deleted),(data deleted),mobile,Android,Canada,Ontario
68102312.3420131953,4,2021-01-16T22:21:59.797649+00:00,2021-01-16T22:22:06.731651+00:00,6,3,"[""user_engagement"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,India,Kerala
4299148.9599160435,2,2021-01-14T21:50:45.419368+00:00,2021-01-14T21:50:52.418051+00:00,6,4,"[""session_start"", ""user_engagement"", ""page_view""]",WEB,google,organic,mobile,Web,Mexico,Chihuahua
32023612.0831099185,1,2021-01-23T12:38:30.551856+00:00,2021-01-23T12:38:35.675039+00:00,5,6,"[""first_visit"", ""session_start"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,(direct),(none),desktop,Macintosh,Saudi Arabia,Riyadh Province
15907456.4604798621,1,2020-11-03T10:40:21.834384+00:00,2020-11-03T10:40:59.272624+00:00,37,6,"[""session_start"", ""page_view"", ""first_visit"", ""scroll"", ""user_engagement""]",WEB,google,organic,desktop,Macintosh,United States,California
9679454.0407604478,1,2020-11-30T15:03:43.725823+00:00,2020-11-30T15:03:56.329675+00:00,12,5,"[""user_engagement"", ""page_view"", ""scroll"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,desktop,Windows,Australia,New South Wales
21546791.1849524648,1,2020-11-15T19:00:29.381161+00:00,2020-11-15T19:00:44.136826+00:00,14,8,"[""session_start"", ""scroll"", ""page_view"", ""first_visit""]",WEB,google,cpc,desktop,Web,Peru,(not set)
3605247.6154387134,2,2020-12-17T10:53:53.974874+00:00,2020-12-17T10:54:23.172786+00:00,29,7,"[""scroll"", ""view_promotion"", ""page_view"", ""user_engagement""]",WEB,(data deleted),(data deleted),desktop,Web,Italy,Piedmont
2182879657.6075968355,2,2021-01-20T09:44:36.680734+00:00,2021-01-20T09:44:36.680734+00:00,0,2,"[""page_view"", ""session_start""]",WEB,(direct),(none),mobile,Android,United States,Illinois
3863941.3177662826,1,2020-12-14T22:56:53.765673+00:00,2020-12-14T22:57:09.591132+00:00,15,5,"[""session_start"", ""page_view"", ""user_engagement"", ""first_visit"", ""view_promotion""]",WEB,google,organic,mobile,Web,United States,California
8167555.9429204353,1,2021-01-13T15:47:25.787797+00:00,2021-01-13T15:47:52.832760+00:00,27,7,"[""scroll"", ""first_visit"", ""session_start"", ""user_engagement"", ""page_view"", ""view_item""]",WEB,(direct),(none),desktop,Windows,United States,California
77770405.6756155607,1,2020-12-01T04:17:19.110250+00:00,2020-12-01T04:17:36.111186+00:00,17,5,"[""scroll"", ""view_item"", ""first_visit"", ""page_view"", ""session_start""]",WEB,google,organic,mobile,Web,United States,Massachusetts
58045891.2161473114,1,2021-01-26T17:11:02.107553+00:00,2021-01-26T17:11:09.321652+00:00,7,7,"[""page_view"", ""view_promotion"", ""scroll"", ""first_visit"", ""session_start"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Windows,United States,Illinois
4301043.8525521669,1,2020-11-10T14:03:58.005503+00:00,2020-11-10T14:04:30.354741+00:00,32,5,"[""page_view"", ""session_start"", ""first_visit"", ""scroll"", ""user_engagement""]",WEB,google,organic,desktop,Macintosh,India,Madhya Pradesh
35706566.3231839534,5,2020-12-14T11:03:59.169109+00:00,2020-12-14T11:04:04.263011+00:00,5,3,"[""scroll"", ""session_start"", ""page_view""]",WEB,(data deleted),(data deleted),desktop,Windows,China,Sichuan
4324749.6802610185,5,2020-12-08T01:34:23.245452+00:00,2020-12-08T01:37:32.321182+00:00,189,10,"[""scroll"", ""view_item"", ""user_engagement"", ""session_start"", ""view_promotion"", ""page_view"", ""select_item""]",WEB,(data deleted),(data deleted),mobile,Web,Taiwan,New Taipei City
46629932.8683743078,1,2020-11-24T07:46:50.781749+00:00,2020-11-24T07:46:55.838876+00:00,5,4,"[""view_promotion"", ""page_view"", ""session_start"", ""first_visit""]",WEB,google,organic,desktop,Web,United States,Texas
46817875.5997444700,4,2020-12-09T01:47:07.281169+00:00,2020-12-09T01:47:25.498590+00:00,18,4,"[""scroll"", ""user_engagement"", ""page_view"", ""session_start""]",WEB,(data deleted),(data deleted),mobile,iOS,United States,North Carolina
7463058218.2709794290,1,2020-11-15T13:46:59.876122+00:00,2020-11-15T14:50:13.134679+00:00,3793,128,"[""first_visit"", ""view_promotion"", ""user_engagement"", ""session_start"", ""page_view"", ""scroll"", ""view_item""]",WEB,<Other>,<Other>,mobile,iOS,India,Maharashtra
5797505.7272508640,1,2020-12-02T17:06:32.171408+00:00,2020-12-02T17:08:37.977291+00:00,125,4,"[""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,<Other>,<Other>,mobile,Web,United States,New Jersey
3235993.1555412972,1,2021-01-15T02:06:02.841975+00:00,2021-01-15T02:33:34.629786+00:00,1651,10,"[""scroll"", ""page_view"", ""session_start"", ""view_promotion"", ""user_engagement"", ""first_visit""]",WEB,(direct),(none),mobile,iOS,United States,Michigan
2634455.8675407578,4,2020-12-18T11:14:08.881975+00:00,2020-12-18T11:14:08.881975+00:00,0,2,"[""page_view"", ""session_start""]",WEB,google,organic,desktop,Windows,United States,Texas
5917883.3026000253,1,2020-11-28T10:45:23.336766+00:00,2020-11-28T10:53:16.686589+00:00,473,17,"[""session_start"", ""view_item"", ""scroll"", ""user_engagement"", ""first_visit"", ""view_promotion"", ""page_view""]",WEB,(direct),(none),desktop,Web,Netherlands,Overijssel
5416065.1871850674,1,2020-11-22T03:47:49.972809+00:00,2020-11-22T03:48:00.159378+00:00,10,4,"[""scroll"", ""page_view"", ""first_visit"", ""session_start""]",WEB,(direct),(none),mobile,Android,Spain,Basque Country
74496829.6485259763,1,2020-11-24T12:20:37.019380+00:00,2020-11-24T12:20:41.899562+00:00,4,5,"[""user_engagement"", ""page_view"", ""first_visit"", ""scroll"", ""session_start""]",WEB,<Other>,referral,mobile,iOS,United States,Texas
62213945.3692515236,1,2020-12-30T06:16:33.368333+00:00,2020-12-30T06:16:38.367222+00:00,4,5,"[""session_start"", ""page_view"", ""view_promotion"", ""first_visit""]",WEB,(direct),(none),desktop,Macintosh,Hong Kong,(not set)
1168601.3697455915,3,2020-11-29T09:46:20.979107+00:00,2020-11-29T09:46:54.278606+00:00,33,4,"[""session_start"", ""view_promotion"", ""user_engagement"", ""page_view""]",WEB,(direct),(none),desktop,Web,United States,Connecticut
32024115.5649616205,2,2021-01-17T10:47:42.712399+00:00,2021-01-17T10:47:42.712399+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(data deleted),(data deleted),desktop,Web,Greece,Attica
6265267.6518470926,1,2020-12-21T06:31:01.027747+00:00,2020-12-21T06:31:25.669049+00:00,24,5,"[""scroll"", ""session_start"", ""first_visit"", ""view_promotion"", ""page_view""]",WEB,(direct),(none),desktop,Web,United States,Virginia
